Text,Tokenized,Cleaned_Tokens,Cleaned_Text,Sentiment
thank sharing story delia dylan brave video brought back many memories important memory support family friends acquaintances strangers lean support delia makes difference keep husband family friends thoughts prayers one day look back journey like today survivor stay strong friend,"['thank', 'sharing', 'story', 'delia', 'dylan', 'brave', 'video', 'brought', 'back', 'many', 'memories', 'important', 'memory', 'support', 'family', 'friends', 'acquaintances', 'strangers', 'lean', 'support', 'delia', 'makes', 'difference', 'keep', 'husband', 'family', 'friends', 'thoughts', 'prayers', 'one', 'day', 'look', 'back', 'journey', 'like', 'today', 'survivor', 'stay', 'strong', 'friend']","['thank', 'sharing', 'story', 'delier', 'dylan', 'brave', 'video', 'brought', 'back', 'many', 'memorie', 'important', 'support', 'family', 'friend', 'support', 'delia', 'make', 'difference', 'keep', 'husband', 'family', 'friend', 'thoughts', 'prayer', 'one', 'day', 'look', 'back', 'journey', 'lik', 'today', 'survivor', 'stay', 'strong', 'friend']",thank sharing story delier dylan brave video brought back many memorie important support family friend support delia make difference keep husband family friend thoughts prayer one day look back journey lik today survivor stay strong friend,2
sorry delia go stay stronge praying love guys,"['sorry', 'delia', 'go', 'stay', 'stronge', 'praying', 'love', 'guys']","['sorry', 'delia', 'stay', 'praying', 'lover', 'guy']",sorry delia stay praying lover guy,0
delia still stunning polite staff constantly thanking got delia loving husband prayers sent way,"['delia', 'still', 'stunning', 'polite', 'staff', 'constantly', 'thanking', 'got', 'delia', 'loving', 'husband', 'prayers', 'sent', 'way']","['delier', 'still', 'got', 'delier', 'loving', 'husband', 'prayer', 'sentir', 'way']",delier still got delier loving husband prayer sentir way,2
amazing woman strong positive brave beautiful sending lots prayers conquer difficult challenge thank much sharing journey us,"['amazing', 'woman', 'strong', 'positive', 'brave', 'beautiful', 'sending', 'lots', 'prayers', 'conquer', 'difficult', 'challenge', 'thank', 'much', 'sharing', 'journey', 'us']","['amazing', 'woman', 'strong', 'positif', 'brave', 'beautiful', 'sending', 'lot', 'prayers', 'difficult', 'thank', 'much', 'sharing', 'journey']",amazing woman strong positif brave beautiful sending lot prayers difficult thank much sharing journey,2
delia strong inspire many people pray healing smooth recovery god bless dylan,"['delia', 'strong', 'inspire', 'many', 'people', 'pray', 'healing', 'smooth', 'recovery', 'god', 'bless', 'dylan']","['delier', 'strong', 'inspir', 'many', 'people', 'pray', 'healing', 'recovery', 'god', 'bles', 'dylan']",delier strong inspir many people pray healing recovery god bles dylan,2
dylan delia,"['dylan', 'delia']","['dylan', 'delia']",dylan delia,1
strong women smile bright stay strong prayers,"['strong', 'women', 'smile', 'bright', 'stay', 'strong', 'prayers']","['strong', 'women', 'smile', 'bright', 'stay', 'strong', 'prayer']",strong women smile bright stay strong prayer,2
beauty inside,"['beauty', 'inside']","['beauty', 'insid']",beauty insid,1
going strong girly,"['going', 'strong', 'girly']","['going', 'strong']",going strong,2
heavenly father please guide strengthen delia along journey thank sharing us rooting strong,"['heavenly', 'father', 'please', 'guide', 'strengthen', 'delia', 'along', 'journey', 'thank', 'sharing', 'us', 'rooting', 'strong']","['heavenly', 'father', 'please', 'delier', 'journey', 'thank', 'sharing', 'rooting', 'strong']",heavenly father please delier journey thank sharing rooting strong,2
praying strong got,"['praying', 'strong', 'got']","['praying', 'strong', 'got']",praying strong got,2
really appreciate vulnerable sharing journey cancer treatments taking notes want brave strong ever need go cancer treatment thank got home utah close neck woods beautiful state really enjoyed arches canyonlands lot hiking amazing wonderful stand awe god creation also went park city blast olympic park please know thoughts prayers asked lord give continued strength healing mean advancement treatment amazing helping many people videos sending hugs cutest couple,"['really', 'appreciate', 'vulnerable', 'sharing', 'journey', 'cancer', 'treatments', 'taking', 'notes', 'want', 'brave', 'strong', 'ever', 'need', 'go', 'cancer', 'treatment', 'thank', 'got', 'home', 'utah', 'close', 'neck', 'woods', 'beautiful', 'state', 'really', 'enjoyed', 'arches', 'canyonlands', 'lot', 'hiking', 'amazing', 'wonderful', 'stand', 'awe', 'god', 'creation', 'also', 'went', 'park', 'city', 'blast', 'olympic', 'park', 'please', 'know', 'thoughts', 'prayers', 'asked', 'lord', 'give', 'continued', 'strength', 'healing', 'mean', 'advancement', 'treatment', 'amazing', 'helping', 'many', 'people', 'videos', 'sending', 'hugs', 'cutest', 'couple']","['really', 'appreciat', 'vulnerabl', 'sharing', 'journey', 'cancer', 'treatment', 'taking', 'want', 'brave', 'strong', 'ever', 'need', 'cancer', 'treatment', 'thank', 'got', 'home', 'close', 'beautiful', 'really', 'lot', 'amazing', 'wonderful', 'stand', 'awe', 'god', 'also', 'went', 'please', 'know', 'thoughts', 'prayer', 'asked', 'lord', 'give', 'continued', 'strength', 'healing', 'mean', 'treatment', 'amazing', 'helping', 'many', 'peopl', 'video', 'sending', 'hug', 'couple']",really appreciat vulnerabl sharing journey cancer treatment taking want brave strong ever need cancer treatment thank got home close beautiful really lot amazing wonderful stand awe god also went please know thoughts prayer asked lord give continued strength healing mean treatment amazing helping many peopl video sending hug couple,2
god bless,"['god', 'bless']","['god', 'bles']",god bles,1
sorry going pray great god heaven heal restore body add years life jesus loves believe god,"['sorry', 'going', 'pray', 'great', 'god', 'heaven', 'heal', 'restore', 'body', 'add', 'years', 'life', 'jesus', 'loves', 'believe', 'god']","['sorry', 'going', 'pray', 'great', 'god', 'heaven', 'heal', 'body', 'year', 'life', 'jesu', 'love', 'believ', 'god']",sorry going pray great god heaven heal body year life jesu love believ god,2
dylan,['dylan'],['dylan'],dylan,1
god bless sweetheart,"['god', 'bless', 'sweetheart']","['god', 'bles', 'sweetheart']",god bles sweetheart,1
positivity spirit beautiful im sorry watch go challenge light wishing complete healing strength happy husband got go,"['positivity', 'spirit', 'beautiful', 'im', 'sorry', 'watch', 'go', 'challenge', 'light', 'wishing', 'complete', 'healing', 'strength', 'happy', 'husband', 'got', 'go']","['positivity', 'spirit', 'beautiful', 'sorry', 'watch', 'light', 'wishing', 'complete', 'healing', 'strength', 'happy', 'husband', 'got']",positivity spirit beautiful sorry watch light wishing complete healing strength happy husband got,2
dylan delia brave courageous lives inspiring great testimony faith difficult circumstances bring many see light thank sharing story despite never leave forsake,"['dylan', 'delia', 'brave', 'courageous', 'lives', 'inspiring', 'great', 'testimony', 'faith', 'difficult', 'circumstances', 'bring', 'many', 'see', 'light', 'thank', 'sharing', 'story', 'despite', 'never', 'leave', 'forsake']","['dylan', 'delier', 'brave', 'courageou', 'live', 'inspiring', 'great', 'testimony', 'faith', 'difficult', 'bring', 'many', 'see', 'light', 'thank', 'sharing', 'story', 'never', 'leav']",dylan delier brave courageou live inspiring great testimony faith difficult bring many see light thank sharing story never leav,2
delia verygood example wish get best treatment recover soon stay strong,"['delia', 'verygood', 'example', 'wish', 'get', 'best', 'treatment', 'recover', 'soon', 'stay', 'strong']","['delia', 'exampl', 'wish', 'get', 'best', 'treatment', 'recover', 'soon', 'stay', 'strong']",delia exampl wish get best treatment recover soon stay strong,3
delia mind much sending hugs prayers,"['delia', 'mind', 'much', 'sending', 'hugs', 'prayers']","['delier', 'mind', 'much', 'sending', 'hug', 'prayer']",delier mind much sending hug prayer,2
look beautiful got sending love way,"['look', 'beautiful', 'got', 'sending', 'love', 'way']","['look', 'beautiful', 'got', 'sending', 'lover', 'way']",look beautiful got sending lover way,3
fact excited visitor chemo treatments heart wrenching never go single treatment appointment without husband ever restrictions absolutely absurd detrimental mental health millions americans strength absolutely admirable encouraging beautiful woman great support system thousands us world fiercely praying got delia,"['fact', 'excited', 'visitor', 'chemo', 'treatments', 'heart', 'wrenching', 'never', 'go', 'single', 'treatment', 'appointment', 'without', 'husband', 'ever', 'restrictions', 'absolutely', 'absurd', 'detrimental', 'mental', 'health', 'millions', 'americans', 'strength', 'absolutely', 'admirable', 'encouraging', 'beautiful', 'woman', 'great', 'support', 'system', 'thousands', 'us', 'world', 'fiercely', 'praying', 'got', 'delia']","['excited', 'chemo', 'treatment', 'heart', 'never', 'single', 'treatment', 'without', 'husband', 'ever', 'absolutely', 'health', 'strength', 'absolutely', 'beautiful', 'woman', 'great', 'support', 'system', 'world', 'praying', 'got', 'delia']",excited chemo treatment heart never single treatment without husband ever absolutely health strength absolutely beautiful woman great support system world praying got delia,2
braca genetic mutation,"['braca', 'genetic', 'mutation']",[],,1
delia mastectomy would still go treatments mentioned tumor able remove,"['delia', 'mastectomy', 'would', 'still', 'go', 'treatments', 'mentioned', 'tumor', 'able', 'remove']","['delier', 'mastectomy', 'would', 'still', 'treatment', 'tumor', 'abl', 'remove']",delier mastectomy would still treatment tumor abl remove,1
duaa اللهم اشفها شفاء لا يغادر سقما وارزقها الصحة والعافية يا رحمان يا رحيم pass lot almost 4 years almost leaving hospitals positive god bless forget moment,"['duaa', 'اللهم', 'اشفها', 'شفاء', 'لا', 'يغادر', 'سقما', 'وارزقها', 'الصحة', 'والعافية', 'يا', 'رحمان', 'يا', 'رحيم', 'pass', 'lot', 'almost', 'years', 'almost', 'leaving', 'hospitals', 'positive', 'god', 'bless', 'forget', 'moment']","['lot', 'almost', 'year', 'almost', 'positif', 'god', 'bles', 'forget', 'moment']",lot almost year almost positif god bles forget moment,1
continued prayers luv,"['continued', 'prayers', 'luv']","['continued', 'prayer']",continued prayer,1
thinking dylia going make hugs praying time,"['thinking', 'dylia', 'going', 'make', 'hugs', 'praying', 'time']","['thinking', 'going', 'make', 'hug', 'praying', 'tim']",thinking going make hug praying tim,1
sending special prayers delia may god beautiful angels watch protect always expiration world,"['sending', 'special', 'prayers', 'delia', 'may', 'god', 'beautiful', 'angels', 'watch', 'protect', 'always', 'expiration', 'world']","['sending', 'special', 'prayer', 'delier', 'may', 'god', 'beautiful', 'angel', 'watch', 'alway', 'world']",sending special prayer delier may god beautiful angel watch alway world,2
delia cancer survivor thank sharing journey us idea dylan family us us praying strong healthy take care,"['delia', 'cancer', 'survivor', 'thank', 'sharing', 'journey', 'us', 'idea', 'dylan', 'family', 'us', 'us', 'praying', 'strong', 'healthy', 'take', 'care']","['delier', 'cancer', 'survivor', 'thank', 'sharing', 'journey', 'idea', 'dylan', 'family', 'praying', 'strong', 'healthy', 'tak', 'care']",delier cancer survivor thank sharing journey idea dylan family praying strong healthy tak care,2
god bless mr mrs chatwin sending prayers healing,"['god', 'bless', 'mr', 'mrs', 'chatwin', 'sending', 'prayers', 'healing']","['god', 'bles', 'chatwin', 'sending', 'prayer', 'healing']",god bles chatwin sending prayer healing,1
continued prayers lifted heroes wear capes dear1,"['continued', 'prayers', 'lifted', 'heroes', 'wear', 'capes', 'dear1']","['continued', 'prayer', 'wear']",continued prayer wear,1
god bless prayers getting support sides families know helps family around strong god faithful,"['god', 'bless', 'prayers', 'getting', 'support', 'sides', 'families', 'know', 'helps', 'family', 'around', 'strong', 'god', 'faithful']","['god', 'bless', 'prayer', 'getting', 'support', 'know', 'help', 'family', 'around', 'strong', 'god']",god bless prayer getting support know help family around strong god,2
sweetest angel baby love much,"['sweetest', 'angel', 'baby', 'love', 'much']","['sweetest', 'angel', 'baby', 'lover', 'much']",sweetest angel baby lover much,2
rockstar girl nothing,"['rockstar', 'girl', 'nothing']","['rockstar', 'girl', 'nothing']",rockstar girl nothing,1
stay strong hope recover quickly,"['stay', 'strong', 'hope', 'recover', 'quickly']","['stay', 'strong', 'hop', 'recover', 'quickly']",stay strong hop recover quickly,2
delia beautiful inside,"['delia', 'beautiful', 'inside']","['delier', 'beautiful', 'insid']",delier beautiful insid,3
delia keeping prayers,"['delia', 'keeping', 'prayers']","['delia', 'keeping', 'prayer']",delia keeping prayer,1
inspiration praying healing beautiful inside strong hugs,"['inspiration', 'praying', 'healing', 'beautiful', 'inside', 'strong', 'hugs']","['inspiration', 'praying', 'healing', 'beautiful', 'insid', 'strong', 'hug']",inspiration praying healing beautiful insid strong hug,2
sorry sweetie big hugs prayers,"['sorry', 'sweetie', 'big', 'hugs', 'prayers']","['sorry', 'sweetie', 'big', 'hug', 'prayer']",sorry sweetie big hug prayer,0
brave strong,"['brave', 'strong']","['brave', 'strong']",brave strong,2
thank sharing personal journey sure ever could know videos help others stay strong keep fighting fight keep head pray love guys,"['thank', 'sharing', 'personal', 'journey', 'sure', 'ever', 'could', 'know', 'videos', 'help', 'others', 'stay', 'strong', 'keep', 'fighting', 'fight', 'keep', 'head', 'pray', 'love', 'guys']","['thank', 'sharing', 'personal', 'journey', 'sur', 'ever', 'could', 'know', 'videos', 'help', 'other', 'stay', 'strong', 'keep', 'fighting', 'fight', 'keep', 'head', 'pray', 'lover', 'guy']",thank sharing personal journey sur ever could know videos help other stay strong keep fighting fight keep head pray lover guy,2
